Football Manager ID,Transfermarkt ID
38047292,17016
7523185,5029
3700099,40041
686910,50202
36113293,54864
685158,16166
8079627,46213
139786,27199
5325655,27061
15020,55445
169,8201
114843,38981
452922,49550
455332,30693
36125024,52997
8721467,1145
13185363,43467
39006741,52975
39006711,9033
159,1269
5000943,57314
7840253,10321
14953,12312
47042304,26966
18086846,57303
5621582,51565
6001988,14861
143512,57358
7521029,31625
620945,31518
143595,16897
127409,8051
63003844,18098
3500259,1535
25009657,8710
116438,49337
5360746,17842
3802403,47594
35007256,3730
3100737,27141
106041,40956
3600658,689
80012692,47257
1394684255,47257
7520599,2071
2005114,1988
67002996,23841
7521139,16773
7520752,9118
13754,22867
57079980,36225
132646,38429
655391,5598
1009449,9840
1022995,26997
1018882,21974
1041943,41784
1018889,18174
1025351,39559
12007621,16305
141669,4419
57028584,23467
918557,2546
127312,1230
302406,50254
829527,43990
5341744,45099
7600952,34115
4203946,1550
1016619,50248
6900053,7573
62058392,34521
70077930,45316
682400,11767
675560,1803
132035,13216
133323,1489
8875689,22037
19013864,16147
70104895,47520
70058085,41912
70005991,25867
70036585,36504
8481271,55881
8475536,30989
70032953,42266
452243,31464
453606,34338
959326,11494
3102883,31966
116,9137
7202,16050
8110359,29376
67198102,36318
92084850,35783
728366,1592
3100501,4878
4102022,12754
4101693,1967
4211183,3314
703482,30821
704897,30715
138436,22924
2014467,14624
40009772,44492
5101551,6240
4211231,19302
891,19302
13156948,32756
500145,3240
86000464,55073
5666767,8622
37000511,3862
5646277,8127
5640587,12045
108404,17763
133779,55282
138326,50014
7400216,25570
133822,36623
133683,40262
133772,44949
5120065,50895
710134,55112
137668,34219
133685,21095
133709,21098
37007834,5692
856428,1283
5370211,15162
12063697,10673
5370132,41628
5370285,32756
451683,28732
5370220,45091
5370204,5914
5370035,10676
13131481,28090
106754,6120
12010059,10704
13184981,48779
55001645,23094
8350106,19361
2665,14236
23397343,20112
5786609,48706
5789688,3784
23298058,40261
5749510,2512
3600198,377
15215,5628
23232228,11490
7601091,14651
67040467,6445
132764,2458
120743,5790
107898,4941
1045680,46915
23293814,39332
8626019,29496
5340092,34698
12002732,17660
6700194,17763
142921,16447
1030035,31157
107886,2711
3700053,9382
106094,31157
726928,2462
70047410,36681
451914,42335
455852,51890
455997,31452
454901,36682
8475727,22288
128190,23235
133320,23235
3600952,4675
57018439,4675
2014566,16059
15007828,18265
92057708,22856
4001519,3660
29179389,35359
132611,4520
5763468,7713
5745291,21360
975857,3209
116581,26810
43072142,54473
12528,42082
43322749,45118
876831,839
8403124,6625
143508,49820
140212,4217
7561142,52235
29037681,7257
38017896,45233
143533,33171
38039277,16729
133625,17259
2002097,2863
3504972,6039
143569,16054
7520694,52563
133381,48232
1100420,1446
6001368,26041
132912,1058
5640139,34924
7444446,1555
55010782,51511
92065732,32876
55028214,50887
92086252,50268
23039455,21157
7521187,7226
8728336,2710
67008327,14387
35007848,3616
11371,24620
91173212,46617
27003050,22729
72017732,46985
8829347,41093
23232284,34869
876707,52646
15952,4394
127346,8844
3300870,9275
132895,3263
92018923,1985
885427,21016
91013912,13382
3300263,35052
19004713,34959
301716,4981
926052,10657
117097,6362
33067347,47676
5646295,2862
5646206,2862
38008026,42990
133238,48553
135889,6460
23032081,4799
7442,17104
9166,5554
98001549,2808
86011723,33266
86043382,38136
76020514,49044
86043381,44962
5300339,27527
86044922,39887
77002054,9278
75000655,5919
78000814,9532
120949,37592
77053065,47975
14014536,38746
6701920,44706
67243318,50850
116687,15184
5270479,7632
5662852,30669
5251326,10839
950280,12864
75039529,17825
3100223,34251
8408838,21710
47037314,23316
3500538,11851
93057829,32095
93066666,40348
611777,49955
93086461,5553
7816,33048
1100293,18156
3928,44764
4300342,50332
68016251,12117
93084406,37013
93052449,2838
68014011,9117
1106161,50320
7453,19061
8107649,43734
6410341,12271
93020703,32420
93023745,44415
93048804,24860
4206802,39158
43052349,10602
2571,8630
68007239,19067
7441,2776
4301791,5548
1101831,4402
4302040,48236
1103254,50133
611484,9720
116442,8132
484839,24876
1804467,11823
694091,6173
36036235,28339
685419,50598
687163,2456
14776,2208
3969,38929
12016182,21351
116489,30120
5370245,5621
746971,27403
69000233,538
5341380,30981
8626335,11448
8633440,11662
5645966,632
8834911,37277
93012317,4392
6700968,5241
3400180,541
23202190,5598
201742,5598
163687,32049
450714,22370
8475964,36675
5512357,22713
1650100,18256
59065841,27693
7002668,26878
117596,22609
8400049,5428
147105,17806
2010343,4820
132779,5125
5744444,17547
8425022,3733
8502577,23187
3149,2280
4101821,7728
78038815,15809
78027165,15809
78013434,15809
106798,25124
4743,15541
126605,19665
657283,23206
539747,20595
3100207,4778
12029572,27054
23280215,39384
4100309,3364
7541202,8776
23248099,28310
7920515,20112
23305488,39838
85084347,18783
98006176,10158
69000363,532
12004676,13256
12009993,11174
18084259,36914
861406,3829
8108695,2838
68002917,2840
43129965,45341
802385,1813
614247,44466
93059850,29086
93049763,22849
23172440,33696
96028670,28557
3600674,19279
27048292,13072
936374,13047
27017795,13052
14432,17746
7300136,6587
27036556,38700
928867,7310
927663,14320
876834,38548
928395,35661
928445,38063
36072862,47929
12007251,28785
36055951,34175
3200146,36928
3557,2438
92079468,41929
137157,9808
3501251,2146
143934,46086
67043468,29066
133812,45695
23005086,48707
133837,1591
23034783,24769
1008162,21111
7400221,21101
23034017,38769
3900828,10634
67018497,5117
2018553,26003
3102359,22807
705161,517
5653982,42565
7520602,15146
8055589,25305
601415,1890
96053524,30350
675007,1278
115533,34987
78002157,11453
78022429,22126
2001903,38629
78011696,22117
2018896,34235
78001197,7633
7601507,22056
142920,31460
142917,3702
57009326,23268
127389,14573
402560,1227
694094,42374
690217,42376
694462,2556
3501127,42377
694463,42375
78004177,29475
7840592,38871
116547,9405
2008495,9407
7400194,24016
2005209,16225
36036310,9527
450529,22826
454566,26649
2001960,4756
92079605,34859
892293,748
8728197,35509
6001765,27405
3600995,11263
35011935,752
141937,47925
5512952,11780
6928,2144
19135341,4721
5640162,8459
5640433,8459
6701738,41582
7440790,30819
4203305,39121
4100609,1586
6100588,15711
824584,29317
67041256,23887
453297,8914
18096121,47937
36010109,47958
706543,12907
11235,17354
43096072,43673
2433,31861
1652411,5144
116031,36287
19042084,41047
5640095,29239
25039409,29522
133028,28824
133767,36760
133776,36759
5625783,24272
137153,47004
43025945,47712
706510,12427
116402,32897
1507560,39180
3803034,47200
43115191,47201
128084,13736
705595,20917
23322114,47193
5118316,30530
4100400,2649
132949,37679
6001296,2724
7541379,20691
36036014,9528
36076788,30452
25040158,30400
25049298,41397
141715,11121
5725386,557
686836,1782
682617,12841
114660,41871
36096222,35561
18072666,48045
36090580,33223
687076,46546
36017186,36824
19158721,31320
5745419,15913
5773854,4527
5741445,4245
62001542,46332
650425,6945
3802010,20830
652867,8186
107971,36250
7842648,9414
98010469,25028
58112685,38469
69010957,11833
11313,16092
139937,26783
22038501,23418
116449,23125
3601008,35353
5200119,11146
57006877,23271
7541256,36189
7541099,4793
7560196,8138
7560115,48034
7560951,20497
121136,34248
63004117,14078
675450,32397
132329,31371
128612,2740
8501049,25458
452053,11703
7580721,20505
8500994,25462
107821,40771
21024380,40283
8502445,40090
7587338,47039
7582264,8624
650349,2892
6300023,22266
87029485,41864
14001870,22582
11692,10941
766807,27131
80000612,22818
5201427,18482
5660443,35204
87017695,44127
3100178,17428
7820484,17297
34006827,46415
18076594,10920
15912,24815
8189054,29622
91017184,28423
138612,21243
4694,16908
533888,1010
200476,402
3603814,36320
37012926,8165
13277,28536
37053068,36340
10161,29276
600649,17474
5340717,17654
12007235,16346
3500714,24752
2016467,20913
7564200,7968
8826524,11612
8826841,9292
59001282,10901
403116,23732
1650205,9030
706242,20947
3803658,2122
8325182,5269
92052833,9803
754086,40998
3803613,7482
43056395,9889
132052,28523
8485843,5080
96045122,39380
35025056,15111
3601306,23083
3100481,23342
2018502,5385
307000,24036
19067207,24036
705248,5385
71072471,27619
4211801,781
526986,18145
128293,12542
7867226,12542
481013,46259
6704037,5961
6300039,5961
19033326,13701
309230,39322
57042879,43824
901,28313
3801611,5966
900071,6270
5747292,4259
5753249,5229
132561,5263
132423,4641
5774746,8907
5746265,23241
2001356,2741
114671,4550
2019013,1646
1082,25420
106977,6789
3200114,22897
128169,4890
32019150,40521
931989,8351
8300144,34450
120414,10902
8301086,7489
8300138,41051
5280087,30359
3602788,2620
91123864,4460
2018800,5006
478481,14461
80024974,37183
80013390,20325
23000540,27039
675338,9287
4054,19446
2018710,44835
144053,38850
80000519,38502
4201009,23736
5395111,11721
5385047,23959
5385148,20384
5230013,2932
82003176,10418
87018379,17710
950972,11731
76002773,41523
5230012,45511
79025132,30482
3102558,19595
3300031,22557
86031251,21107
3100535,23670
107421,8271
116136,23765
15093,21197
5000899,9582
13050,27215
8769,4436
1639,9581
911763,4032
26002244,23883
143205,45172
64006934,23381
661055,39082
150133,9610
311055,6953
317268,38345
3300819,30162
19187128,43045
19051735,14262
4100108,35663
19168308,37674
128312,5512
37000207,18744
850972,499
15538,12006
1651524,26497
477884,45068
836412,9463
835610,5419
836821,44759
705299,2125
3803797,5415
708042,2124
14437,16570
92072823,4610
92018960,4744
34001232,31939
7584994,8974
8715534,941
77013636,22881
5290226,40458
2450,5622
5290340,9522
5290010,23868
131414,15068
1200292,29886
834082,17509
65001047,36699
12408,6487
6702440,9511
116967,22696
7000521,1857
140096,44437
116949,29982
11319,6225
5603228,29595
885146,11916
36037197,28381
8832872,4692
5789571,17858
5745159,3363
682571,12873
1801172,12884
480709,17377
7564329,14867
8455376,14622
15238,2057
7582275,7817
5624341,14292
15120,6451
5703570,21061
137204,10434
713861,3874
5703245,11564
784247,10588
20212,628
38034188,37396
132580,16105
107882,4971
5341420,44243
8632636,25197
12002730,17415
5390023,15852
5360522,16321
852150,1880
478468,10359
485944,33037
7561053,13568
149701,28868
149610,7062
7681395,7760
7481281,13999
5341864,41986
139659,13982
128194,7649
500150,2835
11007489,25634
10071,3214
96030180,38933
5754998,13676
24005248,14788
11944,29100
5310229,32554
5311554,20054
478615,10964
7541921,42326
7541838,43254
7540524,4795
57009212,26042
877048,22664
120517,23565
7544891,4792
133095,1337
25020772,33991
25039353,28574
25022168,43395
5745415,4247
5744339,25418
5759789,5265
132804,42073
5761867,20533
657621,1835
652790,21572
126310,25136
2001924,6609
107792,8139
7562304,7959
143738,7964
7560635,8005
63025531,29855
7561973,42008
116943,42218
7542067,29999
752839,23220
2000084058,88434
98029120,18749
37087547,34505
2000165329,83088
70058070,55690
950338,94861
96020074,35712
96015226,20824
3100461,24228
2000068991,28746
96159422,82099
6001031,1640
96020615,31178
67270405,94692
3100403,51010
92038318,8204
890501,39045
2000134566,71420
8718068,35168
6001798,17928
3601486,20324
3600709,33411
92021452,4484
127925,93140
5721900,25055
4211704,5847
92065969,29418
5724345,2582
98007011,9011
11686,6408
116922,5977
98008141,5857
2018502,536
13752,12871
35007305,98323
8715238,2079
3602248,149
115654,47697
131896,28530
7580154,90813
140211,86820
7582303,90966
7581231,6644
7581208,82751
2000005993,69502
890518,59373
67224589,83288
3164,3864
84159688,64827
619869,44290
5113034,13218
59074957,39290
145043,27045
950206,87165
3506,6692
745269,93499
67057781,31068
5100896,76935
2004544,4230
3601106,196
2014431,30276
2000164511,102182
650097,20637
10168,1270
3506,6692
59074957,39290
145043,27045
950206,87165
5113034,13218
619869,44290
84159688,64827
67224589,83288
3164,3864
890518,59373
93127316,62270
2000005993,69502
7580154,90813
829534,52249
140211,86820
128665,51385
7582303,90966
7581231,6644
7581208,82751
650141,30505
131896,28530
24056653,62910
851229,13405
2000084058,88434
98029120,18749
5660143,37617
37087547,34505
96083934,36088
2018573,52367
8718494,55627
890425,66722
70036197,37380
70091097,86183
70085807,86214
451754,85617
451816,85601
70036542,27567
2000026056,40863
2000165329,83088
70058070,55690
8475531,55692
457549,2615
106670,30988
309416,10908
14229862,95430
950338,94861
8728250,96813
96020074,35712
96015226,20824
70080674,97741
3100461,24228
2000068991,28746
96159422,82099
6001031,1640
3801617,10374
2018775,2019
104408,34654
452073,41081
76045904,64670
14934,2450
141338,1523
2003501,1523
926037,49694
5341870,63572
67270405,94692
3100403,51010
980816,98082
4568,1665
92038318,8204
890501,39045
2000134566,71420
8718068,35168
6001798,17928
3601486,20324
3600709,33411
92021452,4484
127925,93140
5721900,25055
4211704,5847
92065969,29418
5660195,28835
5724345,2582
98007011,9011
11686,6408
116922,5977
98008141,5857
131550,24669
14009372,22170
11117,35676
8485305,38319
13752,12871
35007305,98323
8715238,2079
115654,47697
