Football Manager ID,Transfermarkt ID
6701023,26608
4210592,77561
67129719,70414
4211222,28307
2000081457,88742
14683,91895
11986,23987
14,23119
201735,3607
530044,37646
8150713,56421
18114964,82591
2018795,2849
70104472,76025
451934,2613
455340,10633
454050,42402
15249,52065
37018757,88237
2014388,11487
5125007,6569
2018573,52367
117122,9284
72006261,1607
20015272,76068
450511,810
458414,784
534426,2043
463719,22385
452012,42058
567075,90413
72021500,89028
20503082,90656
20048770,60710
70063390,42563
8481291,3679
458437,5215
455072,91421
8475116,66359
452605,35466
29039828,30615
459383,36864
453898,26654
70005997,28591
70032957,68495
454597,90352
3100536,75562
7004770,6067
2005231,15701
103670,15696
70047291,46245
454553,17749
4299,1695
78007251,91433
465003,10654
452311,38129
458783,32805
453965,90894
2000072903,63167
70046347,13272
468251,31974
459433,31443
453332,91449
70133863,91438
70047334,38051
96062565,91431
92017393,4849
86070840,85351
2000120,12551
951808,16392
2105072,40623
452467,22847
78009609,11445
4209505,42706
1109,6809
7000614,55787
35017461,90812
829412,90748
70058849,91153
452318,91152
70047268,85902
463286,91157
70056929,91150
3300206,4733
306951,4732
477943,12541
477944,62001
67221464,61196
4210771,36311
7444809,66645
67004343,19630
7452919,6469
67017750,54965
67011222,6527
3280,29130
1502854,6640
6704798,88688
4210218,31990
10956,6531
67022940,80627
70053161,91009
453055,18919
55023238,27688
55061055,62185
55045756,22681
8433910,30631
8429100,8872
3505185,19460
705321,18614
6071,33805
7985140,12428
9060,16377
107654,30637
2020106,599
70036576,31855
455495,32061
70025030,88833
463496,85898
454477,16911
11872,2132
6100432,34361
8432,34187
306987,19497
67096656,17326
7002451,40052
7002299,2819
4209645,53761
83114403,53596
3802147,20749
43616901,87777
43161359,77468
3803616,520
2004389,45358
480729,51493
107011,5071
54003775,77230
714871,77229
711166,49734
710453,5483
2015284,22699
72006762,53981
2000065816,86090
2000039937,87959
1508006,30379
4211287,85748
2003538,54482
857,7616
29143346,35076
132925,6414
918297,18233
49055236,89387
3502068,3881
11106,39452
3502087,87808
8481431,90562
458537,34112
469495,36667
70079931,86794
453545,36668
451265,49774
8481247,82767
450681,85561
463904,49148
468559,90563
70104900,72309
2018761,10052
456345,65364
456005,85048
8480983,20968
8486316,23630
453543,13283
70024245,26603
70025259,88195
454558,90790
2000066039,90791
70032696,34322
8485921,31384
106675,88763
70006827,88762
452162,10719
8708009,90574
455593,41069
451626,90319
464992,85280
8486021,75825
8486012,22411
70032750,41055
451625,5014
451712,5195
70047293,53861
8475054,61439
458695,49018
3601052,79739
70058911,86361
454969,10148
8486255,63205
70066060,36077
70046378,19133
70063377,58609
70047438,25834
457530,60736
453574,13280
70063478,26668
464958,49149
455743,22840
450677,31571
70096076,47527
70133873,89427
70133850,42586
455329,88828
456810,9513
452029,63199
451737,37859
70056420,26658
455782,47670
2000038298,72415
458774,56027
70007937,34579
70133860,82709
70007228,10119
70036565,72384
451718,19301
453806,36718
452423,43752
70118357,76521
455224,85544
70079930,13011
455302,88746
70101805,41899
8481207,19142
70007127,36673
70047340,49925
70032963,31114
452842,18043
2000039915,84021
70003339,38528
452594,84994
70005947,6651
70101780,83559
465084,83173
452492,10701
464960,47465
70063487,61048
8485838,10364
19193657,89419
918392,17495
890257,57171
8325899,31281
8325857,62558
10433,89470
140121,2599
2020255,617
4001087,15662
451704,66061
458423,812
70106880,22405
70117764,79772
457008,79763
456966,79761
452350,798
70119974,83824
29039851,73982
70008566,72227
8476083,22412
70115413,55689
70121311,88368
8717010,7115
83263228,88658
458334,47079
455947,4609
7542645,66968
7541763,88160
127392,32351
70120323,51706
2018790,24586
33033224,41988
517645,70352
454442,41916
8480793,6366
91173524,25064
8192,4903
14916,42183
11024779,36697
12092,2100
455530,88440
453538,5204
8485804,27861
700810,30469
2018507,2810
69003728,4326
70007230,16910
601620,2200
18054066,86355
35007828,3625
47046421,19743
520023,19457
29127736,66133
451649,48148
450921,77155
70063374,63323
70024289,38778
455437,8008
8501300,4208
6001964,419
134612,12950
7861392,52766
24056653,62910
2008537,11888
1800711,11768
675538,1341
55017334,8369
5720082,3142
14245,5065
458440,15266
451902,9012
70093930,88319
453280,35467
70058024,84979
650141,30505
5600605,5200
132945,27031
8480831,16989
451672,49153
29039840,8269
451942,22388
451882,19092
465016,17834
458467,61321
70006836,26639
465032,72443
456356,39571
70025421,13278
455668,8010
456989,79474
57126555,13105
653016,65937
458212,46157
450533,5002
14204576,66528
12765,5113
3503272,1539
70042270,73129
884689,32328
715020,10613
711520,25526
456310,27625
29143993,53068
54004044,52511
5101803,60388
500694,300
451790,30992
456192,32701
8485932,17012
450514,12053
450743,2627
70104546,86915
454771,76745
70036620,51878
452158,52372
8832971,10447
455737,52554
70005948,18151
132665,4481
5749384,64445
132728,4571
24002447,4304
83107144,50474
3601286,1303
19152686,68987
8401169,86052
457154,5540
70053165,18041
117117,29119
2018784,815
802396,1804
2002008,6653
1043406,9837
703963,62049
36036701,50923
114656,20354
675162,12494
23126765,38291
2018834,11595
28100465,50289
143035,53522
142957,12636
143096,67074
143224,12605
452420,47987
5774311,65620
6001805,587
703087,521
455819,2444
8431105,83723
2005043,15907
19249418,56779
465039,5081
457039,55924
70115373,65670
117118,43924
70099704,42407
70024431,28873
452069,27558
70006876,63857
70102520,75986
70075431,63549
8485306,6234
5360185,17670
450685,22369
304591,6528
87000968,10986
1201065,7839
10240,27454
8325393,18205
7540780,34461
7542540,47210
7540648,66967
116958,58407
7540331,19152
7540760,28180
7540783,19151
117053,81160
117001,50179
7540268,34355
117107,23340
140076,73139
57013001,82708
19224455,58565
70032965,79738
57036153,46280
8877390,12035
7549919,81430
2018770,82796
5360703,57758
8476165,73246
70091024,82813
534663,47865
18005538,43430
3201128,47866
43321724,60361
104327,52159
652713,31610
5600615,22647
43476210,60260
8403181,19960
70024230,13269
38057568,31242
717462,2472
91153574,40756
705257,13822
5602261,8300
5602262,13178
16339549,71253
5601571,24502
5600749,48376
16000028,18331
16037965,10629
16300369,51653
5600737,47183
16147160,70680
5606347,27678
16199880,27681
16011303,14291
117160,17775
116982,34934
26036558,49819
143291,49819
2001958,35373
7867830,32941
1618,4835
70047295,36570
70093906,49809
456589,75456
70032674,49849
131822,39971
3803574,17772
675214,1340
3900362,20038
8485933,35771
59035589,41383
70056397,73282
70003331,64893
458776,43699
70056908,31310
456970,64778
456968,5471
450104,18920
70046356,37816
59006315,55726
59074265,28646
96501870,71509
57103294,83170
57103293,83170
42029227,27438
2000239,26243
2000237,14744
59006382,24778
478727,5498
43269164,79442
43117539,79441
1652964,42255
47075031,53488
3700294,9102
53031658,19269
57006801,27880
57122738,37944
7543316,25315
57000829,19153
57089057,47211
7540831,5588
4210872,82823
450537,5429
114839,32004
705937,3018
140144,31111
70063396,47016
39017920,41893
42061479,39972
5795759,2747
132654,4183
2019209,37443
2018845,17340
484983,14925
42078365,69870
42006500,69870
7502399,12520
7500609,21169
7742346,17094
4206780,38867
5781501,4553
16000024,2465
7980780,13834
513067,24209
92014911,25687
450452,2043
450428,27470
601789,35457
5754820,19847
5756765,63809
5759534,79280
132640,69723
5774702,11758
707763,8916
456332,9106
117111,40285
5764529,34518
62177622,64490
201744,3800
851229,13405
67272066,76076
91187953,52616
5745217,4955
5754862,5469
5745736,63768
62071132,65050
21037649,80446
62010875,69631
62072503,53008
62093980,61271
5741440,4558
31000734,47970
2006070,12351
5780622,70865
62070537,80694
5761890,71635
53002681,3413
5742690,78817
62052587,30533
5745219,65035
106676,21073
11979,10254
23227745,68335
15043,35626
18054192,80358
95079543,63723
85036549,70406
3504179,2915
225321,46452
857173,11805
127738,41014
7900274,77773
7504617,21254
494101,13473
149780,19926
5648539,2856
27142224,57981
27112677,62405
1848,24055
3565,1212
979160,51140
4102137,49852
894122,50547
5742169,24972
13209710,69536
139785,39188
67193455,30776
6100691,2262
7563856,78930
5643788,58733
728319,69154
703179,5573
3201122,38506
59034307,27134
8707639,579
5763278,13866
31037422,32345
2001415,9553
6001186,16062
458432,49205
4001459,21212
33021677,5149
8766,80329
12640,54937
12000687,23737
3700299,502
35000512,2715
2001303,10969
33079666,70345
107718,69891
8718369,58960
139720,66250
600,65072
601082,35587
141588,19286
2001855,16447
2001834,16447
91208879,61681
114673,12465
26040480,64354
2002065,11597
36087731,30823
36104683,30823
4204310,30823
12002294,10509
5370290,34980
105486,42951
528594,33224
3500743,16232
833026,27378
43161032,42007
1200111,1799
3600749,2912
19048090,8226
12469,13026
5000174,11390
4209657,1340
67139854,76076
834204,14546
12219,20218
5303,3740
3801413,24863
14906,14577
23393030,73737
478434,43516+
829534,52249
2001321,36502
455741,43942
4989,18034
980788,23138
2019298,63137
3301452,11402
450516,5078
301838,53809
304840,9047
13107120,38968
41025783,75113
41000249,55586
23323871,24121
114848,7877
105957,23835
105452,9324
478044,40527
478058,2758
12639,2716
1587,14217
25020557,16329
5779269,17123
12008501,49372
5667784,11441
120752,43306
601916,11556
33031826,27368
2007950,1766
11010603,19679
465017,2626
755849,22844
117663,1800
104324,33374
20191,525
133233,26480
43005856,12602
15187,24960
18088528,45141
8717543,34996
36007949,25629
5708365,70431
528589,70431
455752,8012
106718,34157
1411797,7521
517609,12144
4096,23647
114592,4695
7443,26826
196,32759
2010953,19836
2005225,23954
2271,27669.
72021793,74611
72038647,55719
107001,22848
108477,5367
143118,50606+
67022054,14860
26015436,37293
62046883,8141
3503602,37134
5790125,8142
2018766,4176
455665,72236
450518,788
480815,2763
7696,19874
7540776,23274
675370,64805
58150514,64806
1508848,8254
7484387,61179
7482258,6599
117719,1548
5743029,49275
8430749,30213
23176348,14447
601042,8286
450695,34578
70047316,56479
7504683,21521
5101428,21731
2014399,64367
70091094,67026
7984600,13958
4100230,32347
734028,1689
116422,8128
710514,30163
3700004,17734
70075705,7251
13115332,28391
132996,3075
3503833,3577
48037968,73205
2014870,5361
5385613,65891
41001347,33658
2001987,2906
8476020,5202
28027167,7292
145919,22054
2420,50661
59063910,24139
117714,5575
5749802,8988
1650703,59887
1959,35431
611,37229
7961057,9279
8326037,43795
8351475,4786
8351603,7710
88024234,71313
58,20954
29191501,60527
38047609,57817
2018833,5720
4400378,18695
890487,53924
7502450,41561
142721,5089
6410309,58483
613971,71614
28092477,39956
1100156,2586
5688599,2072
813622,53764
2008474,38926
8439631,6540
91018058,2031
601404,6210
29226159,64473
3801541,2047
766879,50603
145338,33939
145313,15279
58019379,41029
485644,2764
455632,26641
33076589,56791
106690,56791
512682,48796
33003217,9423
21021025,21164
3601782,573
512495,45255
8506721,59396
513375,8046
522938,37822
522700,44756
116119,48497
514523,48497
519940,42295
33054163,71004
8504208,64224
39002752,14493
16189790,25609
35015818,45555
516441,58815
514078,58815
5005643,70004
4210712,19601
7524079,9308
1616,14260
22016131,29693
7161,320
38051119,70048
38037251,70044
704863,42063
108719,54235
6701095,61868
14866,39093
2016403,3347
7560405,35675
57133235,69446
2005933,15289
57177857,70372
117034,19146
7541507,4794
38044100,43012
24043895,55685
5571,7971
107873,64495
705285,35782
16282101,56584
134463,11267
18100258,52029
6600230,54653
4200605,10471
876801,360
15030,4593
43043886,16509
2002043,34986
8500607,1617
95065128,30244
4051,30785
43002511,57208
830024,2130
770809,61214
53033849,43938
131550,24669
33067822,48481
33023420,68627
521613,43595
116094,44295
23260514,53636
485088,29402
6500004,1801
614821,11676
145262,33946
31037564,63306
53058644,68374
58062836,37745
478529,48017
47015098,69252
478388,6755
61038247,6756
510640,23762
121300,58648
767656,23214
143744,70277
47037232,46436
403110,65983
5662878,5091
2008379,15150
7521022,45693
2000219,62271
675378,44377
834008,8646
7580131,53295
6100561,12584
143484,13480
6441,21624
114860,7875
3601106,196
902567,11664
3900977,36782
781173,7579
3902270,5719
3900420,22051
45053103,37964
4571,20014
91190634,17298
7504686,34668
142892,24893
7525931,56824
2018977,32306
485416,7133
10174,2007
601495,2960
4200458,17324
4206593,68884
477225,40201
720755,24891
132657,42448
5610767,33055
16051824,53927
5666652,11452
8829905,11452
8829886,11452
28005829,5041
96018067,12052
96011220,7048
132288,14868
717687,14313
67018749,4600
96029776,39383
96009580,20567
3569,6492
5720286,26907
3500697,65962
86070668,63284
72017613,39931
7521000,48375
458815,2332
38007997,17075
211238,43301
15447,3352
3600806,17447
1030494,19321
8627189,62515
401971,27831
5360305,17640
98000838,7610
8626230,53355
34003982,25602
85075482,18987
912931,7101
3500286,3949
3201117,3801
16023825,9556
745489,1693
66001421,50013
33063653,45040
510129,9423
11123,22575
4209435,35564
67013828,49704
4210337,24758
43130667,51014
43095851,42603
457387,3106
308444,2782
950092,22079
454555,10144
85135801,30607
2002028,11616
813590,58954
457726,5201
950834,2541
5319975,66913
5310123,47293
6705300,2922
7850,31095
132896,2859
116423,12022
54006772,16127
70104912,60115
485342,21444
38020565,14091
451622,789
8480929,19341
4210822,6444
143095,64787
22016872,22578
143399,20080
3202029,7073
114653,57862
6703391,9341
650097,20637
114635,46525
4209160,20198
5749926,4210
64019352,15326
8870003,10682
9888,48805
38007529,60440
7523915,14953
926037,49694
478329,55176
2008538,12536
67112669,52612
11102,9326
1805946,20475
1509277,8780
3503384,40833
38010751,40833
7681148,65859
53114062,24615
53117071,24347
1876,1760
1642,64934
53130444,43921
28096888,32357
762328,2643
12252,44707
2012805,60035
53052885,24578
751844,53533
1100230,9057
53047391,28610
14337,27781
944603,6929
12246,48690
7540506,13737
7546821,13737
70033000,12866
551482,4052
9908,7232
6100323,12015
14160,25681
67046469,30325
450506,811
3600861,321
8627296,12100
650426,2924
7842651,11268
15196,31153
106715,16508
2003246,60074
1408,17170
4210763,15078
2004296,9996
478552,38759
4202990,7282
2014348,50870
6200933,5729
8875109,21268
2006171,23641
142890,52301
1508025,47254
53091638,50075
19268998,40372
128257,4373
705184,3109
1700863,8194
4206726,60749
705228,3793
7521208,13481
2016358,8137
452283,56902
457448,790
452997,43463
106663,48147
23232436,61144
93085980,57284
4566,12361
35021579,6681
710890,61804
713170,52445
96079760,60557
96008271,26038
711536,31447
714915,48328
3301586,1976
96052932,48853
96083863,48854
711432,50903
96065538,63681
96101231,61277
710541,4218
2001928,3598
43040879,45574
107057,23531
12014679,25723
8626540,57588
1009724,36649
675166,28030
4203200,780
59127984,27139
1652966,54485
490803,62176
7521201,9349
3300000,10334
4201386,6259
494391,30340
5640480,3354
600429,25286
8441833,23543
145149,39297
149657,42249
59025148,11048
145100,19928
147560,7516
59028500,23466
145040,54758
5313327,58951
59038620,20607
59063425,19578
1650151,41015
146749,39123
114908,7316
3700001,52773
5312287,55202
512952,17235
47062476,49892
139622,12932
71044983,58494
5312288,40960
5315044,41743
133096,2867
43271760,57478
7520762,20666
5220000,7864
478580,30341
481947,61656
478564,47339
477891,31678
478535,42203
58002738,63234
481915,63244
477006,51497
58106525,62342
480102,62066
478690,35662
486070,51522
485942,62397
8068293,31196
496051,60724
58085354,30433
476960,63214
2014770,543
38037250,30503
120101,8807
3600902,49093
53114227,38229
8476063,7362
5660229,12169
96002746,37298
400650,2327
67011237,62657
16006821,4855
92002223,7166
521429,12550
403125,12806
8500670,13801
2876,3631
601417,58828
5743607,6560
22033583,11710
2001860,16447
8500697,54395
675301,50925
36001662,7066
9671,3888
2008449,6429
143627,16051
22029192,15999
22001990,21170
5313413,61403
735009,2594
83142662,2594
55023554,2594
55045773,2594
464955,53235
2104,2825
1255,59744
49030788,59744
132843,47459
5748477,34768
8500915,49236
21034142,40761
141644,42658
2018930,4078
10967,2594
22023566,22989
3555,59368
3503873,3885
853,55218
22005161,41662
36009030,59285
62069584,25419
676943,19932
876729,41063
5761215,58851
132667,2490
132835,48125
5767692,18359
678463,25371
8402740,13911
3801537,45759
43105518,45755
675532,6770
30034704,52674
5764864,61982
5745772,39104
824,41753
2000258,3342
38020203,26395
7503195,29406
885100,40656
134442,2548
3301210,41120
4955,6757
882096,371
7162,100
305715,6623
5748265,34494
36055220,31596
26031451,28317
142942,52387
142947,54015
43005431,50151
837899,8651
829101,54020
92012069,14778
14917,31876
3803099,45298
43074973,27552
7521189,9222
132824,16748
2001972,9280
710125,17860
54002146,5591
96130155,48827
54005590,54850
717526,12369
96022462,39796
857295,3837
143635,3058
128244,46249
7520572,16060
3600725,681
675072,54772
36102314,38349
36126982,49297
684869,49297
684336,49717
2018801,10304
2019248,51350
7500776,2077
478073,25182
10284,30940
5720307,5311
71074972,46407
3900302,7897
85053936,60968
19340218,54062
133659,61492
128261,17591
133261,16765
2008349,35872
2006127,5718
7523500,56496
10168,1270
7520682,61232
7523257,16053
7521194,21316
7523458,8848
4209515,1549
7520891,17778
681184,16090
200353,1752
70076028,6540
38041539,41485
143607,53789
38006045,9310
23006526,41224
11949,5256
38001826,9373
7520900,26400
3601285,1081
38019941,17015
7520990,10436
2316,23940
7560177,52438
7440002,3030
1122,6615
38002046,16122
7520945,55179
4201569,456
35015767,7471
19091647,37807
106987,37807
6700984,2662
92052981,35492
37064693,59671
6704823,40197
884720,5045
70056426,30941
2018787,56962
70104461,59928
8475987,19693
15006195,56451
2020301,445
98041666,53943
706632,14333
3601058,27586
1125,16362
125943,56787
96063965,25637
54006286,9121
715103,54830
96006293,57163
96085931,55599
116459,45876
120418,26239
889563,305
96064452,30110
4900074,1747
2020367,2603
18020488,19310
106713,27422
601487,1280
92021454,754
5746352,44131
107072,1909
148426,59077
23190565,47529
6001869,33412
91173541,6134
892624,5464
1636,11602
884794,32295
8720112,41842
8720493,1117
8409317,7673
22040341,25487
7506776,29404
7502227,12397
8430768,38283
7502291,12518
91173530,34794
91175190,35877
91173507,41414
457820,49768
450450,24158
35010144,24954
3500744,5736
3503908,47755
10422,2679
600916,10795
89062073,40793
31000036,27341
5220096,3697
47045999,22396
4206477,35244
812600,5169
31000065,34218
69001316,5374
895540,41260
895347,51630
7526028,55109
91173519,10948
96049338,28559
2014988,14566
92018497,7456
10082,1963
107908,46655
7560353,50380
127809,5354
6100578,2251
63000714,34212
63010337,18361
6702889,39955
7560391,56173
63026602,55430
7560072,51132
7560954,58918
70099964,40426
7562463,56493
3600696,8135
63023877,50398
655557,41322
63028936,7960
63023970,50414
106988,13652
63002646,7972
1438,14649
7861181,10912
35014022,11643
70046354,10881
620324,1530
93085987,52596
93059821,28565
610034,10074
4300110,18765
85045666,18941
96114023,5591
7520973,13615
7522601,28768
7522356,28768
38001841,14091
38046977,13615
5313400,39623
5314851,34135
2008395,17016
